car_directory,cars,total,cars_70,cars_90,brand,model,year,brand_and_model,span_years,gap,cars_brand_model,cars_brand_model_70
bmw_340_2018,58,223,58,55,bmw,340,2018,bmw_340,3,0,231,226
lexus_is-300_2017,64,243,58,40,lexus,is-300,2017,lexus_is-300,6,0,509,495
renault_trafic_2008,87,229,85,84,renault,trafic,2008,renault_trafic,16,0,1878,1845
renault_scenic_2005,135,291,135,134,renault,scenic,2005,renault_scenic,18,0,2192,2163
volkswagen_tiguan_2008,82,222,82,82,volkswagen,tiguan,2008,volkswagen_tiguan,11,0,1037,1022
mercedes-benz_c-350_2018,148,418,145,135,mercedes-benz,c-350,2018,mercedes-benz_c-350,11,0,1091,1080
hyundai_getz_2004,150,346,148,145,hyundai,getz,2004,hyundai_getz,8,0,880,870
porsche_997_2007,132,262,130,125,porsche,997,2007,porsche_997,9,0,991,970
nissan_navara_2015,86,209,86,81,nissan,navara,2015,nissan_navara,14,0,1672,1640
bentley_continental_2005,102,253,98,92,bentley,continental,2005,bentley_continental,15,0,1830,1783
volkswagen_t5_2004,117,230,114,109,volkswagen,t5,2004,volkswagen_t5,13,0,1229,1201
volkswagen_new-beetle_2004,149,285,147,134,volkswagen,new-beetle,2004,volkswagen_new-beetle,13,1,1820,1770
ferrari_california_2017,129,249,126,121,ferrari,california,2017,ferrari_california,9,0,1120,1084
volkswagen_caddy_2015,83,229,82,75,volkswagen,caddy,2015,volkswagen_caddy,18,0,1744,1711
volkswagen_golf_2008,115,237,113,107,volkswagen,golf,2008,volkswagen_golf,18,0,2748,2694
citroen_c4_2013,117,361,115,115,citroen,c4,2013,citroen_c4,14,0,1721,1706
mini_cooper_2013,161,402,160,152,mini,cooper,2013,mini_cooper,18,0,2601,2552
nissan_pulsar_2015,146,371,144,143,nissan,pulsar,2015,nissan_pulsar,5,0,560,554
abarth_595-turismo_2013,104,232,104,99,abarth,595-turismo,2013,abarth_595-turismo,6,0,845,830
porsche_cayenne_2006,87,224,85,81,porsche,cayenne,2006,porsche_cayenne,16,0,1694,1674
peugeot_boxer_2012,186,407,180,175,peugeot,boxer,2012,peugeot_boxer,15,0,1723,1670
fiat_bravo_2014,93,217,89,89,fiat,bravo,2014,fiat_bravo,15,5,1068,1045
mercedes-benz_a-160_2006,178,387,174,172,mercedes-benz,a-160,2006,mercedes-benz_a-160,18,0,2193,2165
volkswagen_passat-variant_2007,116,215,116,114,volkswagen,passat-variant,2007,volkswagen_passat-variant,18,0,1952,1929
hyundai_ix20_2015,94,248,92,90,hyundai,ix20,2015,hyundai_ix20,8,0,765,762
nissan_x-trail_2007,134,363,133,133,nissan,x-trail,2007,nissan_x-trail,17,0,1930,1918
kia_cee'd-sportswagon_2013,101,261,99,98,kia,cee'd-sportswagon,2013,kia_cee'd-sportswagon,11,0,1181,1165
bmw_740_2012,90,231,89,87,bmw,740,2012,bmw_740,10,0,854,844
renault_master_2010,181,397,171,151,renault,master,2010,renault_master,18,0,2111,2022
bmw_530_2008,105,231,104,98,bmw,530,2008,bmw_530,18,0,1958,1919
skoda_roomster_2013,84,220,84,81,skoda,roomster,2013,skoda_roomster,9,0,908,901
fiat_ducato_2005,139,335,133,119,fiat,ducato,2005,fiat_ducato,18,0,1820,1739
mercedes-benz_e-320_2006,117,237,115,114,mercedes-benz,e-320,2006,mercedes-benz_e-320,9,0,1095,1079
mercedes-benz_c-180_2015,90,228,90,89,mercedes-benz,c-180,2015,mercedes-benz_c-180,18,0,2154,2127
ssangyong_actyon_2009,71,168,71,70,ssangyong,actyon,2009,ssangyong_actyon,3,0,220,220
volkswagen_golf_2010,190,361,186,178,volkswagen,golf,2010,volkswagen_golf,18,0,2748,2694
skoda_fabia_2014,97,202,96,96,skoda,fabia,2014,skoda_fabia,18,0,1894,1874
bmw_218_2015,71,220,71,69,bmw,218,2015,bmw_218,5,0,515,505
volkswagen_t6-multivan_2018,59,206,58,55,volkswagen,t6-multivan,2018,volkswagen_t6-multivan,4,0,333,328
ford_galaxy_2003,101,216,100,95,ford,galaxy,2003,ford_galaxy,18,0,2008,1987
bmw_435_2016,82,241,82,77,bmw,435,2016,bmw_435,4,0,418,410
mercedes-benz_s-320_2002,105,229,105,100,mercedes-benz,s-320,2002,mercedes-benz_s-320,9,0,1052,1038
bmw_218_2018,135,354,133,130,bmw,218,2018,bmw_218,5,0,515,505
volkswagen_golf-cabriolet_2013,109,206,109,108,volkswagen,golf-cabriolet,2013,volkswagen_golf-cabriolet,16,8,915,904
maserati_granturismo_2011,121,273,118,113,maserati,granturismo,2011,maserati_granturismo,6,0,702,676
dacia_lodgy_2017,184,382,181,178,dacia,lodgy,2017,dacia_lodgy,7,0,773,767
fiat_qubo_2017,142,330,140,131,fiat,qubo,2017,fiat_qubo,10,0,1339,1326
ssangyong_rexton_2017,172,440,170,166,ssangyong,rexton,2017,ssangyong_rexton,15,5,1281,1259
dodge_ram_2018,191,454,184,174,dodge,ram,2018,dodge_ram,16,0,2077,2025
hyundai_kona_2017,105,257,105,103,hyundai,kona,2017,hyundai_kona,2,0,262,260
mini_cooper-cabrio_2007,129,246,127,119,mini,cooper-cabrio,2007,mini_cooper-cabrio,14,0,1839,1803
mercedes-benz_a-150_2009,97,222,97,96,mercedes-benz,a-150,2009,mercedes-benz_a-150,7,0,627,620
bmw_214_2015,94,219,94,93,bmw,214,2015,bmw_214,4,0,442,439
mini_john-cooper-works_2007,41,93,40,33,mini,john-cooper-works,2007,mini_john-cooper-works,12,1,1138,1101
land-rover_range-rover_2014,91,266,91,87,land-rover,range-rover,2014,land-rover_range-rover,18,0,1849,1800
ford_edge_2017,97,275,93,90,ford,edge,2017,ford_edge,3,0,294,286
bmw_120_2006,172,387,169,160,bmw,120,2006,bmw_120,15,0,2194,2159
volkswagen_t5-california_2015,103,229,100,95,volkswagen,t5-california,2015,volkswagen_t5-california,9,2,586,573
peugeot_5008_2013,112,307,112,108,peugeot,5008,2013,peugeot_5008,9,0,1097,1085
volkswagen_scirocco_2015,79,235,78,76,volkswagen,scirocco,2015,volkswagen_scirocco,11,0,1481,1458
nissan_juke_2017,100,259,100,96,nissan,juke,2017,nissan_juke,9,0,1120,1103
subaru_impreza_2017,105,216,103,100,subaru,impreza,2017,subaru_impreza,18,4,2173,2141
fiat_panda_2006,102,215,100,97,fiat,panda,2006,fiat_panda,18,0,2587,2561
mercedes-benz_220_2013,105,229,104,103,mercedes-benz,220,2013,mercedes-benz_220,6,0,805,801
audi_s6_2008,69,144,68,68,audi,s6,2008,audi_s6,18,9,780,762
nissan_navara_2005,69,159,67,64,nissan,navara,2005,nissan_navara,14,0,1672,1640
chrysler_pt-cruiser_2004,112,192,110,106,chrysler,pt-cruiser,2004,chrysler_pt-cruiser,8,0,1118,1097
volkswagen_up!_2012,72,213,72,71,volkswagen,up!,2012,volkswagen_up!,7,0,636,624
mini_one_2016,82,211,81,80,mini,one,2016,mini_one,18,0,2234,2205
ford_galaxy_2014,103,253,102,101,ford,galaxy,2014,ford_galaxy,18,0,2008,1987
jaguar_x-type_2001,79,200,79,79,jaguar,x-type,2001,jaguar_x-type,9,0,1027,1014
opel_corsa_2015,101,240,100,99,opel,corsa,2015,opel_corsa,18,0,2789,2761
smart_fortwo_2018,124,256,120,107,smart,fortwo,2018,smart_fortwo,18,0,2410,2349
mitsubishi_asx_2010,91,250,91,89,mitsubishi,asx,2010,mitsubishi_asx,9,0,947,933
renault_megane_2006,172,325,171,169,renault,megane,2006,renault_megane,18,0,2633,2596
mercedes-benz_r-350_2012,99,230,99,95,mercedes-benz,r-350,2012,mercedes-benz_r-350,4,0,369,365
volkswagen_phaeton_2016,8,30,8,8,volkswagen,phaeton,2016,volkswagen_phaeton,14,0,1320,1297
skoda_rapid%2fspaceback_2017,94,306,94,93,skoda,rapid%2fspaceback,2017,skoda_rapid%2fspaceback,6,0,517,515
renault_kangoo_2010,74,218,74,73,renault,kangoo,2010,renault_kangoo,18,0,1931,1900
mercedes-benz_sprinter_2006,108,212,104,95,mercedes-benz,sprinter,2006,mercedes-benz_sprinter,18,0,1863,1766
mercedes-benz_c-63-amg_2012,107,241,102,94,mercedes-benz,c-63-amg,2012,mercedes-benz_c-63-amg,11,0,1271,1240
volkswagen_golf-variant_2016,102,291,99,99,volkswagen,golf-variant,2016,volkswagen_golf-variant,18,0,2379,2348
mercedes-benz_gla-45-amg_2016,106,257,106,99,mercedes-benz,gla-45-amg,2016,mercedes-benz_gla-45-amg,4,0,377,364
bmw_x5_2015,91,280,91,88,bmw,x5,2015,bmw_x5,18,0,2031,2014
peugeot_partner_2013,94,224,92,86,peugeot,partner,2013,peugeot_partner,18,0,2256,2225
mercedes-benz_e-63-amg_2018,102,292,97,90,mercedes-benz,e-63-amg,2018,mercedes-benz_e-63-amg,12,2,1010,984
ferrari_458_2013,150,286,145,126,ferrari,458,2013,ferrari_458,7,0,866,837
renault_clio_2013,139,311,138,132,renault,clio,2013,renault_clio,18,0,2174,2142
mitsubishi_space-star_2003,104,234,104,103,mitsubishi,space-star,2003,mitsubishi_space-star,18,7,1383,1372
mini_cooper-clubman_2011,118,270,113,105,mini,cooper-clubman,2011,mini_cooper-clubman,11,2,976,951
kia_soul_2015,103,223,103,99,kia,soul,2015,kia_soul,10,0,952,944
audi_rs3_2016,122,276,120,114,audi,rs3,2016,audi_rs3,7,1,599,588
mercedes-benz_ml-63-amg_2014,98,259,96,92,mercedes-benz,ml-63-amg,2014,mercedes-benz_ml-63-amg,8,5,309,307
mercedes-benz_e-63-amg_2016,84,229,79,76,mercedes-benz,e-63-amg,2016,mercedes-benz_e-63-amg,12,2,1010,984
land-rover_range-rover_2015,108,272,106,99,land-rover,range-rover,2015,land-rover_range-rover,18,0,1849,1800
opel_agila_2010,96,237,96,95,opel,agila,2010,opel_agila,15,0,1680,1665
renault_modus_2010,157,342,157,157,renault,modus,2010,renault_modus,10,0,1076,1062
mazda_cx-3_2015,91,237,91,87,mazda,cx-3,2015,mazda_cx-3,4,0,445,433
opel_vectra_2005,193,407,189,186,opel,vectra,2005,opel_vectra,9,0,1274,1259
mini_one-d_2015,178,402,175,173,mini,one-d,2015,mini_one-d,15,2,1459,1430
mercedes-benz_vito_2009,86,221,85,84,mercedes-benz,vito,2009,mercedes-benz_vito,18,0,1921,1886
land-rover_range-rover_2017,115,280,110,103,land-rover,range-rover,2017,land-rover_range-rover,18,0,1849,1800
mazda_2_2014,91,238,89,87,mazda,2,2014,mazda_2,16,0,1802,1780
nissan_gt-r_2010,153,280,153,144,nissan,gt-r,2010,nissan_gt-r,9,3,737,725
bmw_320_2008,189,339,187,179,bmw,320,2008,bmw_320,18,0,2405,2353
lexus_is-300_2014,91,215,88,86,lexus,is-300,2014,lexus_is-300,6,0,509,495
abarth_500_2010,170,312,167,161,abarth,500,2010,abarth_500,11,0,1384,1362
hyundai_i40_2018,143,421,141,138,hyundai,i40,2018,hyundai_i40,8,0,1007,1003
hyundai_ioniq_2017,90,209,89,86,hyundai,ioniq,2017,hyundai_ioniq,3,0,260,259
mini_john-cooper-works_2015,94,236,90,83,mini,john-cooper-works,2015,mini_john-cooper-works,12,1,1138,1101
volkswagen_golf-sportsvan_2016,82,211,80,78,volkswagen,golf-sportsvan,2016,volkswagen_golf-sportsvan,5,0,442,433
jaguar_x-type_2002,180,364,178,170,jaguar,x-type,2002,jaguar_x-type,9,0,1027,1014
mercedes-benz_a-220_2014,150,354,144,135,mercedes-benz,a-220,2014,mercedes-benz_a-220,6,0,598,586
audi_tt_2008,134,256,132,129,audi,tt,2008,audi_tt,18,0,2359,2315
kia_cee'd_2013,94,226,91,87,kia,cee'd,2013,kia_cee'd,12,0,1391,1375
daewoo_tacuma_2004,99,217,98,96,daewoo,tacuma,2004,daewoo_tacuma,3,0,253,248
mini_cooper-paceman_2014,104,245,104,102,mini,cooper-paceman,2014,mini_cooper-paceman,1,0,104,104
ds-automobiles_ds-3_2017,103,240,99,90,ds-automobiles,ds-3,2017,ds-automobiles_ds-3,9,0,1091,1067
mercedes-benz_gla-200_2017,88,226,87,86,mercedes-benz,gla-200,2017,mercedes-benz_gla-200,5,0,478,467
renault_laguna_2016,11,23,10,10,renault,laguna,2016,renault_laguna,16,0,2076,2052
ferrari_612_2006,89,209,86,80,ferrari,612,2006,ferrari_612,2,0,208,205
suzuki_grand-vitara_2005,196,399,193,177,suzuki,grand-vitara,2005,suzuki_grand-vitara,14,0,1697,1664
audi_s6_2017,88,277,86,82,audi,s6,2017,audi_s6,18,9,780,762
opel_movano_2018,155,374,142,128,opel,movano,2018,opel_movano,15,2,1386,1327
volkswagen_phaeton_2011,97,254,97,96,volkswagen,phaeton,2011,volkswagen_phaeton,14,0,1320,1297
peugeot_bipper_2014,158,385,158,157,peugeot,bipper,2014,peugeot_bipper,11,0,1391,1376
bmw_116_2012,89,226,86,85,bmw,116,2012,bmw_116,15,0,1967,1924
volkswagen_crafter_2007,85,237,77,72,volkswagen,crafter,2007,volkswagen_crafter,12,0,1267,1214
citroen_c3-picasso_2009,86,215,86,85,citroen,c3-picasso,2009,citroen_c3-picasso,10,0,1088,1075
mini_cooper-sd-countryman_2013,77,205,76,73,mini,cooper-sd-countryman,2013,mini_cooper-sd-countryman,8,0,803,793
mercedes-benz_gle-500_2017,85,253,82,75,mercedes-benz,gle-500,2017,mercedes-benz_gle-500,3,0,235,226
land-rover_discovery_2012,109,258,108,104,land-rover,discovery,2012,land-rover_discovery,18,0,1966,1922
mitsubishi_l200_2003,156,334,154,148,mitsubishi,l200,2003,mitsubishi_l200,18,0,1943,1907
infiniti_q50_2016,112,254,111,111,infiniti,q50,2016,infiniti_q50,5,0,518,513
bmw_123_2009,164,338,159,146,bmw,123,2009,bmw_123,5,0,631,621
audi_a6-allroad_2016,82,251,81,80,audi,a6-allroad,2016,audi_a6-allroad,18,0,1822,1786
audi_a3_2003,89,210,87,84,audi,a3,2003,audi_a3,18,1,1578,1548
mercedes-benz_b-160_2014,85,210,85,84,mercedes-benz,b-160,2014,mercedes-benz_b-160,9,1,750,744
mercedes-benz_glk-250_2012,111,243,110,107,mercedes-benz,glk-250,2012,mercedes-benz_glk-250,5,0,555,551
alfa-romeo_147_2010,101,231,100,97,alfa-romeo,147,2010,alfa-romeo_147,11,0,1315,1283
bmw_216_2017,115,352,115,113,bmw,216,2017,bmw_216,4,0,355,350
land-rover_discovery_2018,139,279,133,118,land-rover,discovery,2018,land-rover_discovery,18,0,1966,1922
mazda_mx-5_2001,179,322,173,163,mazda,mx-5,2001,mazda_mx-5,18,0,2864,2800
